SlowInstructions,practicetext,practicecorrect,Statement,Correct,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowInstrText.started,SlowInstrText.stopped,SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrKey.started,SlowInstrKey.stopped,FixcrossPractice.started,FixcrossPractice.stopped,PracticeText.started,PracticeText.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,PracticeEndText.started,PracticeEndText.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,polygon.started,polygon.stopped,SlowText.started,SlowText.stopped,SlowKey.keys,SlowKey.corr,SlowKey.rt,SlowKey.started,SlowKey.stopped,encouragetext.started,encouragetext.stopped,encouragekey.keys,encouragekey.started,encouragekey.stopped,encouragekey.rt,participant,date,expName,psychopyVersion,frameRate,
,,,Space can go on forever,f,,,,,,,,,0,48,48,53,,,,,,,,,,,,,,,,178.54423476400552,None,space,0.14369853198877536,178.54423476400552,None,,,,,,,176.99382465699455,177.3944511039881,177.4778036730131,None,f,1,0.5381821019982453,177.9777500749915,None,178.54431987079442,None,None,178.54431987079442,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,A horse is used to tell time,j,,,,,,,,,0,49,49,142,,,,,,,,,,,,,,,,180.96116995898774,None,space,0.14452468900708482,180.96116995898774,None,,,,,,,178.7107028469909,179.11090234998846,179.19428427299135,None,j,1,1.2398237209999934,179.6940055770101,None,180.96032090680092,None,None,180.96032090680092,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Oaks reproduce,f,,,,,,,,,0,50,50,95,,,,,,,,,,,,,,,,182.3782264009933,None,space,0.12251024099532515,182.3782264009933,None,,,,,,,181.12758484701044,181.54486801300664,181.61108194699045,None,f,1,0.23309117098688148,182.11174302798463,None,182.3772608198051,None,None,182.3772608198051,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Dumbells are composed of matter,f,,,,,,,,,0,51,51,78,,,,,,,,,,,,,,,,184.57882044799044,None,space,0.11584243300603703,184.57882044799044,None,,,,,,,182.52708038300625,182.92857388200355,183.01128811898525,None,f,1,1.0394350529822987,183.51147659000708,None,184.57788434778922,None,None,184.57788434778922,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Five is finite,f,,,,,,,,,0,52,52,64,,,,,,,,,,,,,,,,187.32819597798516,None,space,0.12328897000406869,187.32819597798516,None,,,,,,,184.7099839069997,185.1118913340033,185.1940722129948,None,f,1,1.6126132589997724,185.69492239601095,None,187.3274293007853,None,None,187.3274293007853,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Yellow is an animal,j,,,,,,,,,0,53,53,139,,,,,,,,,,,,,,,,192.77832998801023,None,space,0.11360677899210714,192.77832998801023,None,,,,,,,187.47837192099541,187.87850359099684,187.96164347301237,None,j,1,4.296588319004513,188.4605099259934,None,192.7774514417979,None,None,192.7774514417979,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Forks are alive,j,,,,,,,,,0,54,54,103,,,,,,,,,,,,,,,,194.49623008299386,None,space,0.048656845989171416,194.49623008299386,None,,,,,,,192.9117542289896,193.31241747600143,193.3958585220098,None,j,1,0.5775537560111843,193.89578770499793,None,194.49403118580813,None,None,194.49403118580813,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Spatial intervals cannot be further divided,f,,,,,,,,,0,55,55,30,,,,,,,,,,,,,,,,201.37856590098818,None,space,0.05484994201106019,201.37856590098818,None,,,,,,,194.57844610599568,194.97810922199278,195.04562867598725,None,j,0,5.800256547023309,195.54522604399244,None,201.37871925378568,None,None,201.37871925378568,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Orange is a color,f,,,,,,,,,0,56,56,118,,,,,,,,,,,,,,,,203.57931925699813,None,space,0.14398436501505785,203.57931925699813,None,,,,,,,201.47833919001278,201.87996610600385,201.94569220000994,None,f,1,1.1173488709900994,202.44620948500233,None,203.57994177180808,None,None,203.57994177180808,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Space has an end,j,,,,,,,,,0,57,57,50,,,,,,,,,,,,,,,,206.44647778899525,None,space,0.07458152298931964,206.44647778899525,None,,,,,,,203.74575256099342,204.14629127000808,204.2299927060085,None,j,1,1.700804973981576,204.72871054100688,None,206.44637741780025,None,None,206.44637741780025,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,The Earth is a star,j,,,,,,,,,0,58,58,146,,,,,,,,,,,,,,,,208.2286181859963,None,space,0.10177980200387537,208.2286181859963,None,,,,,,,206.54620572100976,206.94620243398822,207.02980279701296,None,j,1,0.6783269960142206,207.52976595400833,None,208.22858726180857,None,None,208.22858726180857,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Numerical intervals can go on forever,f,,,,,,,,,0,59,59,37,,,,,,,,,,,,,,,,214.2293092200125,None,space,0.13948905799770728,214.2293092200125,None,,,,,,,208.36151446399163,208.76159601900144,208.84537287199055,None,f,1,4.863355509995017,209.3453836789995,None,214.22911941481289,None,None,214.22911941481289,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Magenta is a color,f,,,,,,,,,0,60,60,117,,,,,,,,,,,,,,,,215.58058423100738,None,space,0.12899711800855584,215.58058423100738,None,,,,,,,214.39704146800796,214.81344485501177,214.88008196800365,None,f,1,0.17474216999835335,215.37996070401277,None,215.57996961279423,None,None,215.57996961279423,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,A minute cannot go on forever,f,,,,,,,,,0,61,61,4,,,,,,,,,,,,,,,,218.8289461999957,None,space,0.378307159000542,218.8289461999957,None,,,,,,,215.72951756601105,216.12971749700955,216.2137781160127,None,f,1,2.0877905710076448,216.7137410969881,None,218.82924585480941,None,None,218.82924585480941,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,This sentence is written in English,f,,,,,,,,,0,62,62,112,,,,,,,,,,,,,,,,220.71244794898666,None,space,0.1199492720188573,220.71244794898666,None,,,,,,,219.24595625599613,219.6464304740075,219.7295900110039,None,f,1,0.45445568300783634,220.22980895699584,None,220.71294552579639,None,None,220.71294552579639,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Five cannot be further divided,j,,,,,,,,,0,63,63,70,,,,,,,,,,,,,,,,225.29796300298767,None,space,0.05090656501124613,225.29796300298767,None,,,,,,,220.87931743898662,221.28038844501134,221.36362957500387,None,j,1,3.4254977770033292,221.84770363400457,None,225.29680182080483,None,None,225.29680182080483,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Turtles need nutrients,f,,,,,,,,,0,64,64,74,,,,,,,,,,,,,,,,226.78103375600767,None,space,0.06692305600154214,226.78103375600767,None,,,,,,,225.396565928997,225.7977136769914,225.88096651399974,None,f,1,0.36716277798404917,226.38138959999196,None,226.77935085780337,None,None,226.77935085780337,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Robots need nutrients,j,,,,,,,,,0,65,65,84,,,,,,,,,,,,,,,,228.6808958069887,None,space,0.10175624000839889,228.6808958069887,None,,,,,,,226.86447672900977,227.2803297729988,227.36312158001238,None,j,1,0.8119756929809228,227.8467956490058,None,228.6797328607936,None,None,228.6797328607936,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Time has an end,j,,,,,,,,,0,66,66,42,,,,,,,,,,,,,,,,230.2983100170095,None,space,0.05740202500601299,230.2983100170095,None,,,,,,,228.8148888690048,229.2140869339928,229.29790763699566,None,j,1,0.4743707900051959,229.79742280900246,None,230.29634060981334,None,None,230.29634060981334,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Humans can breathe water,j,,,,,,,,,0,67,67,140,,,,,,,,,,,,,,,,232.13095472898567,None,space,0.06949405197519809,232.13095472898567,None,,,,,,,230.39836763200583,230.8149540979939,230.88135557199712,None,j,1,0.7320676280069165,231.38107674900675,None,232.1309648907918,None,None,232.1309648907918,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,A minute is infinite,j,,,,,,,,,0,68,68,1,,,,,,,,,,,,,,,,234.01399456898798,None,space,0.027409524976974353,234.01399456898798,None,,,,,,,232.22991625999566,232.63157920900267,232.71408012899337,None,j,1,0.7662823350110557,233.21517068799585,None,234.0139088408032,None,None,234.0139088408032,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,A clock is used to tell time,f,,,,,,,,,0,69,69,122,,,,,,,,,,,,,,,,235.76507921199664,None,space,0.10216102100093849,235.76507921199664,None,,,,,,,234.06396528499317,234.46531510000932,234.54888029198628,None,f,1,0.6920385959965643,235.04750473500462,None,235.76449827480246,None,None,235.76449827480246,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,A zebra is used to write,j,,,,,,,,,0,70,70,151,,,,,,,,,,,,,,,,237.58085487000062,None,space,0.12719123999704607,237.58085487000062,None,,,,,,,235.91539988000295,236.31464205301018,236.38174817699473,None,j,1,0.6719483920023777,236.8813917330117,None,237.58057118181023,None,None,237.58057118181023,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Intervals of time can be further divided,f,,,,,,,,,0,71,71,23,,,,,,,,,,,,,,,,242.71547375799855,None,space,0.1193663279991597,242.71547375799855,None,,,,,,,237.7473929169937,238.14711900698603,238.21400529600214,None,f,1,3.9841875809943303,238.71415797399823,None,242.71548984778929,None,None,242.71548984778929,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Crocodiles are alive,f,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,244.13169225098682,None,space,0.15717253799084574,244.13169225098682,None,,,,,,,242.88202371500665,243.29781185399042,243.36529256901122,None,f,1,0.23314459997345693,243.86564947100123,None,244.13117511878954,None,None,244.13117511878954,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Numerical intervals cannot be further divided,f,,,,,,,,,0,73,73,38,,,,,,,,,,,,,,,,253.53175604200806,None,space,0.09748469697660767,253.53175604200806,None,,,,,,,244.3166144239949,244.73179470800096,244.79910841499805,None,j,0,8.210419178998563,245.2989914510108,None,253.5321952968079,None,None,253.5321952968079,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Numbers cannot be further divided,j,,,,,,,,,0,74,74,62,,,,,,,,,,,,,,,,256.9664995369967,None,space,0.08639312401646748,256.9664995369967,None,,,,,,,253.66589604999172,254.06596693699248,254.13264633200015,None,j,1,2.312573319009971,254.63250273099402,None,256.9651843397878,None,None,256.9651843397878,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Spatial intervals can be infinite,f,,,,,,,,,0,75,75,25,,,,,,,,,,,,,,,,259.5500050219998,None,space,0.1330868270015344,259.5500050219998,None,,,,,,,257.08269565500086,257.48333175099106,257.5666717099957,None,f,1,1.46124792000046,258.0656109509873,None,259.54976963679655,None,None,259.54976963679655,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,A triangle is a shape,f,,,,,,,,,0,76,76,114,,,,,,,,,,,,,,,,261.91680397698656,None,space,0.09179136800230481,261.91680397698656,None,,,,,,,259.6997776000062,260.0998872309865,260.18382108499645,None,f,1,1.2014498130010907,260.68329068098683,None,261.91650737580494,None,None,261.91650737580494,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Time is infinite,f,,,,,,,,,0,77,77,41,,,,,,,,,,,,,,,,263.3656805079954,None,space,0.09897235900280066,263.3656805079954,None,,,,,,,262.0500664499996,262.46567799701006,262.51572400299483,None,f,1,0.3292580420093145,263.01532221600064,None,263.3652396808029,None,None,263.3652396808029,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Five is endless,j,,,,,,,,,0,78,78,67,,,,,,,,,,,,,,,,265.94925138898543,None,space,0.11521710499073379,265.94925138898543,None,,,,,,,263.49925057499786,263.8990104859986,263.9659269269905,None,j,1,1.4563904480019119,264.4661578100058,None,265.9491683357919,None,None,265.9491683357919,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Space is infinite,f,,,,,,,,,0,79,79,49,,,,,,,,,,,,,,,,267.6167931490054,None,space,0.11160571698565036,267.6167931490054,None,,,,,,,266.0828419220052,266.4841684529965,266.5675050599966,None,f,1,0.5250999520067126,267.06752273999155,None,267.61664080180344,None,None,267.61664080180344,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
,,,Dinosaurs are not extinct,j,,,,,,,,,0,80,80,136,,,,,,,,,,,,,,,,269.34989386299276,None,space,0.10641811200184748,269.34989386299276,None,,,,,,,267.74985346000176,268.14909573999466,268.2330887549906,None,j,1,0.5989410640031565,268.73361303898855,None,269.35023773179273,None,None,269.35023773179273,None,,215450,2022_Feb_16_1650,Scientific and Linguistic Understanding,2021.2.3,59.850982067831815,
